Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
02/26/23 12:00,0.64171,1.35826,0.13941000000000001,0.32940000000000003,0.60294999999999999,0.8,,0.9,1,1,,0.46,0.88,0.72,0.95,1.45,0.41310000000000002,2.5110000000000001,0.27471000000000001,1.1173500000000001,0.18583,0.63537999999999994,0.26583000000000001,0.497,0.26895999999999998,0.66274,,0.98663000000000001,,0.9,2.15,2.7,1.2,0.8,1.50648,0.85860000000000003,0.35754000000000002,0.69049000000000005,1.33,0.84240000000000004,0.65610000000000002,0.73829999999999996,0.47717999999999999,0.35876000000000002,0.72306000000000004,1.5,0.79,0.6,0.77634000000000003,0.82696000000000003,0.87434999999999996,0.46127000000000001,0.48194999999999999,1.0228299999999999,1.0551900000000001,0.37742999999999999,0.76312000000000002,1.2376799999999999,1.4228000000000001,1.38924,1.85907,0.11749999999999999,0.89334000000000002,0.19747000000000001,0.79671000000000003,0.63180000000000003
02/26/23 01:00,0.68171000000000004,1.1679999999999999,0.12349,0.27629999999999999,0.58487999999999996,0.8,,0.7,0.9,1,,0.46,0.81,0.59,0.87,1.1399999999999999,0.39689999999999998,3.3305400000000001,0.23518,0.91979999999999995,0.18917999999999999,0.62905999999999995,0.27244000000000002,0.53,0.27961000000000003,0.83653,,0.93735999999999997,,1.5,0.45,2,1.2,0.8,2.6808700000000001,0.76185000000000003,0.31713000000000002,0.48044999999999999,0.83,0.84240000000000004,0.66510000000000002,0.69347000000000003,0.43740000000000001,0.58070999999999995,0.67742999999999998,1.4,0.76,0.6,0.87353999999999998,0.68799999999999994,0.70272000000000001,0.4708,0.42930000000000001,0.93089,1.0804499999999999,0.45024999999999998,0.58613000000000004,1.0486800000000001,1.2664,1.2307999999999999,1.6650100000000001,0.06,0.86995,0.19953000000000001,0.68383000000000005,0.54998999999999998
02/26/23 02:00,0.61614999999999998,0.88670000000000004,0.11144999999999999,0.24929999999999999,0.49373,0.7,,0.7,0.8,0.9,,0.46,0.82,0.52,0.82,0.96,0.39617999999999998,2.8504800000000001,0.24238000000000001,0.95355000000000001,0.16173999999999999,0.63022,0.28171000000000002,0.57099999999999995,0.25824000000000003,0.92932000000000003,,0.75522999999999996,,1.3,0.51,0.8,1.2,0.8,3.1349900000000002,0.79407000000000005,0.30092999999999998,0.40955999999999998,0.72,0.86021999999999998,0.69210000000000005,0.68225000000000002,0.47520000000000001,0.33326,0.61775999999999998,1.4,0.72,0.7,0.82745999999999997,0.55994999999999995,0.62324999999999997,0.43683,0.37935000000000002,0.91691999999999996,0.80691000000000002,0.495,0.54405999999999999,0.85806000000000004,1.1460699999999999,1.2311099999999999,1.3355600000000001,0.06,0.82940000000000003,0.18106,0.70609999999999995,0.51758999999999999
02/26/23 03:00,0.52824000000000004,0.85226000000000002,9.8080000000000001E-2,0.2205,0.49518000000000001,0.6,,0.7,0.7,0.8,0.42,0.46,0.77,0.61,0.52,0.87,0.36665999999999999,3.5072999999999999,0.17984,0.91169999999999995,0.14026,0.61434,0.28431000000000001,0.53100000000000003,0.28111000000000003,0.83292999999999995,,0.88478000000000001,,1.3,0.52,1.3,1.2,0.6,1.48526,0.69786000000000004,0.26700000000000002,0.37797999999999998,0.83,0.86021999999999998,0.60029999999999994,0.71292,0.32328000000000001,0.26124000000000003,0.56106,1.4,0.69,0.7,0.81,0.49043999999999999,0.54269999999999996,0.37751000000000001,0.34965000000000002,0.81393000000000004,0.62863000000000002,0.51741000000000004,0.44806000000000001,0.81108000000000002,1.04643,1.15699,0.74885999999999997,7.2779999999999997E-2,0.75070000000000003,0.15925,0.71416999999999997,0.46899000000000002
02/26/23 04:00,0.53334999999999999,0.82130000000000003,9.6420000000000006E-2,0.25919999999999999,0.47456999999999999,0.6,,0.6,0.7,0.7,0.4,0.46,0.74,0.49,0.59,0.72,0.34758,3.5072999999999999,0.14988000000000001,0.88875000000000004,0.12698999999999999,0.60714000000000001,0.29349999999999998,0.48799999999999999,0.28665000000000002,0.74743000000000004,,0.98575999999999997,,1.1000000000000001,0.89,3,0.8,0.6,0.53374999999999995,0.64863000000000004,0.23108999999999999,0.33916000000000002,0.79,0.83753999999999995,0.69120000000000004,0.73841999999999997,0.35711999999999999,0.24353,0.51543000000000005,1.3,0.54,0.6,0.69849000000000006,0.57050999999999996,0.50678999999999996,0.31312000000000001,0.27179999999999999,0.68371999999999999,0.55013000000000001,0.47363,0.37030000000000002,1.1728799999999999,0.95803000000000005,0.88744000000000001,0.62580000000000002,9.7220000000000001E-2,0.68101999999999996,0.13836000000000001,0.71231,0.44468999999999997
02/26/23 05:00,0.47162999999999999,0.81788000000000005,0.1031,0.18809999999999999,0.55100000000000005,0.6,,0.6,0.6,0.6,0.46,0.46,0.76,0.46,0.68,0.64,0.33282,3.4464600000000001,0.15898999999999999,0.87119999999999997,0.11821,0.59182000000000001,0.28956999999999999,0.45400000000000001,0.31130000000000002,0.77325999999999995,,0.85731999999999997,,0.9,0.82,2.8,0.7,0.5,0.47187000000000001,0.64115999999999995,0.186,0.31198999999999999,0.75,,0.69030000000000002,0.73567000000000005,0.38879999999999998,0.15431,0.47493000000000002,1,0.38,0.4,0.69786000000000004,0.36292999999999997,0.4617,0.24890000000000001,0.27539999999999998,0.66996,0.55769000000000002,0.28667999999999999,0.35398000000000002,0.72089999999999999,0.91320000000000001,0.86529999999999996,0.61182999999999998,5.7500000000000002E-2,0.65222999999999998,0.12383,0.66156999999999999,0.47304000000000002
02/26/23 06:00,0.47645999999999999,0.76415,9.9650000000000002E-2,0.18540000000000001,0.44158999999999998,0.6,,0.6,0.6,0.6,0.5,0.57499999999999996,0.85,0.44,0.67,0.67,0.30852000000000002,3.2536800000000001,0.14297000000000001,0.85860000000000003,0.11591,0.54788000000000003,0.22771,0.35599999999999998,0.37223000000000001,0.60757000000000005,,0.86872000000000005,,0.9,3.03,2.1,0.7,0.5,0.43608999999999998,0.55142999999999998,0.20066999999999999,0.27532000000000001,0.69,0.81972,0.75509999999999999,0.71684000000000003,0.37259999999999999,0.25287999999999999,0.48599999999999999,0.9,0.38,0.3,0.61685999999999996,0.35571999999999998,0.44550000000000001,0.22075,0.18495,0.60734999999999995,0.52405000000000002,0.22708999999999999,0.3196,0.57132000000000005,0.88653000000000004,0.73829,0.61978999999999995,7.0220000000000005E-2,0.59584000000000004,0.11464000000000001,0.67676999999999998,0.46817999999999999
02/26/23 07:00,0.45368000000000003,0.73255999999999999,9.6689999999999998E-2,0.2016,0.55025000000000002,0.7,,0.6,0.6,0.6,0.41,0.57499999999999996,0.94,0.42,0.73,0.7,0.29160000000000003,2.3085,0.12912999999999999,1.0021500000000001,0.11315,0.49994,0.19175,0.375,0.32099,0.53908,,0.62414999999999998,,0.7,2.52,,0.9,0.4,0.43328,0.58940999999999999,0.20219999999999999,0.26358999999999999,0.56999999999999995,0.65771999999999997,0.80820000000000003,0.74887999999999999,0.36377999999999999,0.27761999999999998,0.42930000000000001,0.8,0.35,0.3,0.59877000000000002,0.35508000000000001,0.44550000000000001,0.20976,0.16064999999999999,0.75600999999999996,0.60204999999999997,0.20165,0.36569000000000002,0.54918,0.86973,0.84136,0.629,8.9779999999999999E-2,0.57347000000000004,0.11722,1.0057100000000001,0.45197999999999999
02/26/23 08:00,0.55928999999999995,0.80567999999999995,0.10767,0.21149999999999999,0.48353000000000002,0.7,,0.6,0.7,0.7,0.56999999999999995,0.57499999999999996,1.02,0.42,0.44,0.84,0.30708000000000002,2.9350800000000001,0.14025000000000001,0.85860000000000003,0.12364,0.47049999999999997,0.17527000000000001,0.34599999999999997,0.23427999999999999,0.58614999999999995,,0.64822000000000002,,0.7,3.67,,1.2,0.4,0.82648999999999995,0.61560000000000004,0.17286000000000001,0.33165,0.44,0.53459999999999996,0.78569999999999995,0.76532,0.25991999999999998,0.21978,0.52217999999999998,0.9,0.4,0.4,0.56762999999999997,0.48659000000000002,0.46673999999999999,0.22585,0.20250000000000001,0.63368000000000002,0.67274999999999996,0.23783000000000001,0.40692,0.52380000000000004,0.88812999999999998,0.81394999999999995,0.66661999999999999,0.105,0.55913999999999997,0.12961,0.68332000000000004,0.49653000000000003
02/26/23 09:00,0.48298999999999997,0.95035999999999998,0.13375000000000001,0.19439999999999999,0.58384999999999998,,,0.7,0.9,0.7,0.5,0.57499999999999996,1.1599999999999999,0.51,0.42,0.84,0.45216000000000001,1.9843200000000001,0.28394000000000003,0.97694999999999999,0.12441000000000001,0.44971,0.15265999999999999,0.438,0.27393000000000001,0.69882999999999995,,0.78083999999999998,,0.6,2.63,,1.3,0.4,0.53615999999999997,0.63305999999999996,0.19256999999999999,0.31296000000000002,0.44,0.56213999999999997,0.76229999999999998,0.63117999999999996,0.48,0.25914999999999999,0.57509999999999994,0.9,0.45,0.5,0.6048,0.88327999999999995,0.48753000000000002,0.25030000000000002,0.21195,0.63056999999999996,0.84606999999999999,0.41911999999999999,0.56649000000000005,0.54918,0.90652999999999995,0.73556999999999995,0.76497000000000004,0.06,0.55106999999999995,0.14552999999999999,0.86260999999999999,0.53541000000000005
02/26/23 10:00,0.46518999999999999,1.3748400000000001,0.15107000000000001,0.1953,0.55889,,,0.8,1,0.8,0.59,0.57499999999999996,1.29,0.53,0.45,1.97,0.38951999999999998,3.4417800000000001,0.45960000000000001,1.0660499999999999,0.13469999999999999,0.44522,0.15614,0.35099999999999998,0.28908,0.62089000000000005,,0.63170000000000004,,0.9,1.7,,0.8,0.3,6.3908500000000004,0.65483999999999998,0.16322999999999999,0.33239000000000002,0.52,0.55889999999999995,,0.62231000000000003,0.49563000000000001,0.45684999999999998,0.60831000000000002,1,0.49,0.6,0.60687000000000002,1.34371,0.50724000000000002,0.23371,0.16875000000000001,0.52893999999999997,0.61438999999999999,0.47495999999999999,0.31656000000000001,0.46385999999999999,0.94074000000000002,0.64829999999999999,0.75392000000000003,0.06,0.55186999999999997,0.16197,0.98955000000000004,0.60831000000000002
02/26/23 11:00,0.48814000000000002,1.28538,0.14552000000000001,0.20880000000000001,0.95535000000000003,,,0.7,1.3,0.9,1.3,0.57499999999999996,1.17,0.73,0.5,1.74,0.36305999999999999,3.1327199999999999,0.41193000000000002,1.2559499999999999,0.14124999999999999,0.44094,0.16769999999999999,0.27100000000000002,0.33722999999999997,0.45951999999999998,,0.78856000000000004,,0.8,2.85,0.6,0.7,0.4,0.80456000000000005,0.77319000000000004,0.15359999999999999,0.36247000000000001,0.52,0.70145999999999997,0.80910000000000004,0.55761000000000005,0.49779000000000001,0.58445000000000003,0.66420000000000001,1,0.48,0.6,0.62990999999999997,0.57230999999999999,0.57911999999999997,0.28588000000000002,,0.62795000000000001,0.55101,0.36692000000000002,0.29535,0.48005999999999999,1.01332,0.70150999999999997,0.83223999999999998,0.06,0.57279000000000002,0.14688999999999999,1.16655,0.57347999999999999
02/26/23 12:00,0.54456000000000004,1.32169,0.16966000000000001,0.25109999999999999,0.80366000000000004,,,0.7,1.1000000000000001,1,0.95,0.46,1.1599999999999999,0.71,0.54,1.47,0.34974,3.1617000000000002,0.52929999999999999,1.1997,0.13936000000000001,0.46284999999999998,0.17208000000000001,,0.27379999999999999,0.55671999999999999,,0.76651000000000002,,0.7,0.77,0.5,0.7,0.4,0.60214000000000001,1.2000599999999999,0.16170000000000001,0.71784999999999999,0.53,0.96552000000000004,0.72899999999999998,0.56596999999999997,0.54710999999999999,0.43839,0.70254000000000005,1.1000000000000001,0.47,0.7,0.59382000000000001,0.54683999999999999,0.50985000000000003,0.27322999999999997,0.1242,0.74038999999999999,0.74543999999999999,0.34473999999999999,0.32153999999999999,0.51785999999999999,1.0458700000000001,0.63743000000000005,1.22343,0.06,0.60006999999999999,0.13294,1.20807,0.54593999999999998
02/26/23 01:00,0.63485000000000003,1.4590799999999999,0.17207,0.28260000000000002,1.2956300000000001,,,0.7,1,0.9,0.6,0.46,1.24,0.72,0.56000000000000005,1,0.56484000000000001,3.0996000000000001,0.45999000000000001,1.1587499999999999,0.13641,0.46712999999999999,0.15944,0.22700000000000001,0.26995000000000002,0.54349000000000003,,0.80186999999999997,,0.7,2.14,0.8,0.6,0.5,0.54298999999999997,0.69101999999999997,0.16170000000000001,1.1178900000000001,0.61,1.11456,0.77853000000000006,0.5978,0.61775999999999998,0.51212999999999997,0.76104000000000005,1,0.41,0.4,0.83177999999999996,1.0397799999999999,0.48599999999999999,0.29218,0.26729999999999998,0.71970999999999996,0.94596999999999998,0.46632000000000001,0.33378999999999998,0.58374000000000004,1.0682700000000001,0.72055000000000002,0.89080999999999999,0.10249999999999999,0.64439000000000002,0.11967,1.2633399999999999,0.66825000000000001
